순번,판례ID,제목,법원,사건유형,판결유형,선고일자
37902,108491,손해배상(자),대법원,대법원,민사,1991.04.23
37903,108474,손해배상(자),대법원,대법원,민사,1991.04.23
37904,108465,손해배상(자),대법원,대법원,민사,1991.04.23
37905,108478,손해배상(자),대법원,대법원,민사,1991.04.23
37906,108471,손해배상(자),대법원,대법원,민사,1991.04.23
37907,108486,손해배상(자),대법원,대법원,민사,1991.04.23
37908,108477,손해배상(자),대법원,대법원,민사,1991.04.23
37909,228111,손해배상(자),대법원,대법원,민사,1991.04.23
37910,108461,수당등,대법원,대법원,민사,1991.04.23
37911,140466,액화석유가스판매업신고반려처분취소,대법원,대법원,일반행정,1991.04.23
37912,108519,액화석유가스판매업허가거부처분,대법원,대법원,일반행정,1991.04.23
37913,108562,야간주거침입절도,대법원,대법원,형사,1991.04.23
37914,108534,양도소득세등부과처분취소,대법원,대법원,세무,1991.04.23
37915,108529,양도소득세등부과처분취소,대법원,대법원,세무,1991.04.23
37916,108535,양도소득세등부과처분취소,대법원,대법원,세무,1991.04.23
37917,108532,양도소득세등부과처분취소,대법원,대법원,세무,1991.04.23
37918,108541,양도소득세등부과처분취소,대법원,대법원,세무,1991.04.23
37919,108539,양도소득세등부과처분취소,대법원,대법원,세무,1991.04.23
37920,148311,"업무방해,노동쟁의조정법위반,노동조합법위반",대법원,대법원,형사,1991.04.23
37921,108484,업무방해배제,대법원,대법원,민사,1991.04.23
37922,108553,위헌제청신청,대법원,대법원,형사,1991.04.23
37923,108522,자동차운송사업면허취소처분취소,대법원,대법원,일반행정,1991.04.23
37924,108516,재개발구역결정처분취소,대법원,대법원,일반행정,1991.04.23
37925,108469,점유방해배제등,대법원,대법원,민사,1991.04.23
37926,108555,주택건설촉진법위반,대법원,대법원,형사,1991.04.23
37927,108531,증여세등부과처분취소,대법원,대법원,세무,1991.04.23
37928,108533,증여세등부과처분취소,대법원,대법원,세무,1991.04.23
37929,108536,증여세부과처분취소,대법원,대법원,세무,1991.04.23
37930,108472,청구이의,대법원,대법원,민사,1991.04.23
37931,108490,토지소유권이전등기말소,대법원,대법원,민사,1991.04.23
37932,108517,토지수용재결처분취소,대법원,대법원,일반행정,1991.04.23
37933,108482,퇴직금,대법원,대법원,민사,1991.04.23
37934,108554,특정범죄가중처벌등에관한법률위반,대법원,대법원,형사,1991.04.23
37935,108518,파면처분취소,대법원,대법원,일반행정,1991.04.23
37936,108547,검사의처분에대한준항고기각결정에대한재항고,대법원,대법원,형사,1991.04.22
37937,108570,소송비용액확정,대법원,대법원,민사,1991.04.22
37938,108569,부동산경락허가결정,대법원,대법원,민사,1991.04.18
37939,108568,부동산허가결정,대법원,대법원,민사,1991.04.15
37940,108567,부동산경락허가결정,대법원,대법원,민사,1991.04.13
37941,108423,"건물철거등,소유권이전등기",대법원,대법원,민사,1991.04.12
37942,108460,건축법위반,대법원,대법원,형사,1991.04.12
37943,108439,건축사업무정지처분취소,대법원,대법원,일반행정,1991.04.12
37944,108454,변호사법위반,대법원,대법원,형사,1991.04.12
37945,108431,부당이득금,대법원,대법원,민사,1991.04.12
37946,108427,부동산명의변경절차이행,대법원,대법원,민사,1991.04.12
37947,108424,부동산소유권이전등기,대법원,대법원,민사,1991.04.12
37948,108422,부동산소유권확인,대법원,대법원,민사,1991.04.12
37949,108440,석유판매업허가취소처분취소,대법원,대법원,일반행정,1991.04.12
37950,108430,소유권보존등기말소등,대법원,대법원,민사,1991.04.12
37951,108421,소유권이전가등기말소등,대법원,대법원,민사,1991.04.12
37952,108426,소유권이전등기,대법원,대법원,민사,1991.04.12
37953,140178,손해배상(기),대법원,대법원,민사,1991.04.12
37954,108432,손해배상(자),대법원,대법원,민사,1991.04.12
37955,108429,손해배상(자),대법원,대법원,민사,1991.04.12
37956,108419,손해배상(자),대법원,대법원,민사,1991.04.12
37957,108450,양도소득세등부과처분취소,대법원,대법원,세무,1991.04.12
37958,108441,요양불승인처분취소,대법원,대법원,일반행정,1991.04.12
37959,108449,증여세등부과처분취소,대법원,대법원,세무,1991.04.12
37960,108448,증여세등부과처분취소,대법원,대법원,세무,1991.04.12
37961,160036,토지 소유권 이전 등기,대법원,대법원,민사,1991.04.12
37962,108428,토지소유권이전등기말소등,대법원,대법원,민사,1991.04.12
37963,108418,해고무효확인,대법원,대법원,민사,1991.04.12
37964,108952,구속취소결정에 대한재항고,대법원,대법원,형사,1991.04.11
37965,108455,강간치상,대법원,대법원,형사,1991.04.09
37966,108459,"강도강간,강도상해,특수강도,특수강도미수(인정된죄명:특수강도미수),강도미수,강도예비,특수절도,폭력행위등처벌에관한법률위반,장물취득",대법원,대법원,형사,1991.04.09
37967,108417,건물명도,대법원,대법원,민사,1991.04.09
37968,108415,"건물명도등,유익비등",대법원,대법원,민사,1991.04.09
37969,108405,공사대금,대법원,대법원,민사,1991.04.09
37970,108451,공중위생법위반,대법원,대법원,형사,1991.04.09
37971,108458,"교통사고처리특례법위반,도로교통법위반",대법원,대법원,형사,1991.04.09
37972,108399,대여금,대법원,대법원,민사,1991.04.09
37973,108395,대지인도등,대법원,대법원,민사,1991.04.09
37974,108437,도로점용료부과처분취소,대법원,대법원,일반행정,1991.04.09
37975,108413,물품대금,대법원,대법원,민사,1991.04.09
37976,108408,보상금,대법원,대법원,민사,1991.04.09
37977,108442,부가가치세등부과처분취소,대법원,대법원,세무,1991.04.09
37978,108445,부가가치세부과처분취소,대법원,대법원,세무,1991.04.09
37979,108446,부가가치세부과처분취소,대법원,대법원,세무,1991.04.09
37980,108409,부당이득금,대법원,대법원,민사,1991.04.09
37981,125435,부당이득금반환,대법원,대법원,민사,1991.04.09
37982,108443,상속세등부과처분무효확인,대법원,대법원,세무,1991.04.09
37983,108447,상속세등부과처분취소,대법원,대법원,세무,1991.04.09
37984,108436,석유판매업허가정지처분취소,대법원,대법원,일반행정,1991.04.09
37985,108398,소유권이전등기말소등,대법원,대법원,민사,1991.04.09
37986,108407,손해배상(기),대법원,대법원,민사,1991.04.09
37987,108402,손해배상(기),대법원,대법원,민사,1991.04.09
37988,108401,손해배상(기),대법원,대법원,민사,1991.04.09
37989,108403,손해배상(기),대법원,대법원,민사,1991.04.09
37990,108406,손해배상(기),대법원,대법원,민사,1991.04.09
37991,108396,손해배상(기),대법원,대법원,민사,1991.04.09
37992,108397,시설물철거등,대법원,대법원,민사,1991.04.09
37993,108435,액화석유가스판매업허가신청반려처분취소,대법원,대법원,일반행정,1991.04.09
37994,108444,양도소득세등부과처분취소,대법원,대법원,세무,1991.04.09
37995,108414,양수금,대법원,대법원,민사,1991.04.09
37996,108438,유족보상금지급청구부결처분취소,대법원,대법원,일반행정,1991.04.09
37997,108411,정리채권,대법원,대법원,민사,1991.04.09
37998,189313,집회및시위에관한법률위반,대법원,대법원,형사,1991.04.09
37999,108404,청산금,대법원,대법원,민사,1991.04.09
38000,130706,토지인도등,대법원,대법원,민사,1991.04.09
38001,108457,"특수절도, 특수강도, 강도강간, 강도상해",대법원,대법원,형사,1991.04.09
38002,108456,폭력행위등처벌에관한법률위반,대법원,대법원,형사,1991.04.09
38003,108410,해고무효확인,대법원,대법원,민사,1991.04.09
38004,108453,횡령,대법원,대법원,형사,1991.04.09
38005,108566,교원지위보전가처분,대법원,대법원,민사,1991.04.08
38006,108433,후견인해임,대법원,대법원,가사,1991.04.04
38007,209743,결정경정,대법원,대법원,민사,1991.03.29
38008,108353,부당제명처분효력정지가처분,대법원,대법원,민사,1991.03.29
38009,108393,변호인접견불허취소결정에대한재항고,대법원,대법원,형사,1991.03.28
38010,108387,"강간치상,강간,주거침입",대법원,대법원,형사,1991.03.27
38011,108360,거절사정,대법원,대법원,특허,1991.03.27
38012,108358,거절사정,대법원,대법원,특허,1991.03.27
38013,108361,거절사정,대법원,대법원,특허,1991.03.27
38014,108359,거절사정,대법원,대법원,특허,1991.03.27
38015,108362,거절사정,대법원,대법원,특허,1991.03.27
38016,108341,건물철거등,대법원,대법원,민사,1991.03.27
38017,108322,건물철거등,대법원,대법원,민사,1991.03.27
38018,108346,"건물철거등,소유권이전등기말소등",대법원,대법원,민사,1991.03.27
38019,108388,건축법위반,대법원,대법원,형사,1991.03.27
38020,108384,건축법위반,대법원,대법원,형사,1991.03.27
38021,108389,"국가보안법위반,폭력행위등처벌에관한법률위반,업무방해,노동쟁의조정법위반,집회및시위에관한법률위반,노동조합법위반",대법원,대법원,형사,1991.03.27
38022,108357,권리범위확인,대법원,대법원,특허,1991.03.27
38023,108390,명예훼손,대법원,대법원,형사,1991.03.27
38024,108325,물품대금,대법원,대법원,민사,1991.03.27
38025,108373,법인세등부과처분취소,대법원,대법원,세무,1991.03.27
38026,108344,부당이득금,대법원,대법원,민사,1991.03.27
38027,108334,부당이득금반환,대법원,대법원,민사,1991.03.27
38028,108434,부당해고구제재심판정효력정지,대법원,대법원,일반행정,1991.03.27
38029,108383,부동산중개업법위반,대법원,대법원,형사,1991.03.27
38030,108380,비상상고,대법원,대법원,형사,1991.03.27
38031,108386,사기,대법원,대법원,형사,1991.03.27
38032,108351,소유권보존등기말소,대법원,대법원,민사,1991.03.27
38033,108328,소유권보존등기말소등,대법원,대법원,민사,1991.03.27
38034,108342,소유권이전등기,대법원,대법원,민사,1991.03.27
38035,108326,소유권이전등기,대법원,대법원,민사,1991.03.27
38036,108340,소유권이전등기,대법원,대법원,민사,1991.03.27
38037,108337,소유권이전등기,대법원,대법원,민사,1991.03.27
38038,201253,소유권확인,대법원,대법원,민사,1991.03.27
38039,108330,손해배상(기),대법원,대법원,민사,1991.03.27
38040,108339,손해배상(기),대법원,대법원,민사,1991.03.27
38041,108332,손해배상(자),대법원,대법원,민사,1991.03.27
38042,108331,손해배상(자),대법원,대법원,민사,1991.03.27
38043,108350,손해배상(자),대법원,대법원,민사,1991.03.27
38044,108333,손해배상(자),대법원,대법원,민사,1991.03.27
38045,147715,손해배상(자),대법원,대법원,민사,1991.03.27
38046,108327,압류등기말소,대법원,대법원,민사,1991.03.27
38047,108368,양도소득세등부과처분취소,대법원,대법원,세무,1991.03.27
38048,108369,양도소득세등부과처분취소,대법원,대법원,세무,1991.03.27
38049,157171,위약금,대법원,대법원,민사,1991.03.27
38050,108348,"임대료등,소유권이전등기",대법원,대법원,민사,1991.03.27
38051,108370,재산세등부과처분취소,대법원,대법원,세무,1991.03.27
38052,108323,재심소장각하명령,대법원,대법원,민사,1991.03.27
38053,108324,제전행사금지가처분,대법원,대법원,민사,1991.03.27
38054,108375,증여세등부과처분취소,대법원,대법원,세무,1991.03.27
38055,108372,증여세등부과처분취소,대법원,대법원,세무,1991.03.27
38056,108374,증여세등부과처분취소,대법원,대법원,세무,1991.03.27
38057,108345,토지소유권이전등기,대법원,대법원,민사,1991.03.27
38058,108347,토지소유권이전등기말소,대법원,대법원,민사,1991.03.27
38059,108338,토지소유권이전등기말소등,대법원,대법원,민사,1991.03.27
38060,108365,토지수용재결처분취소,대법원,대법원,일반행정,1991.03.27
38061,108364,토지수용재결처분취소,대법원,대법원,일반행정,1991.03.27
